Stkcd,Year,TFP_OLS,lnY,lnL,lnK,lnM
000049,2022,4.800211638734699,23.802839414132734,9.312355297382913,21.39025749513733,23.76145134243749
000049,2023,4.84466939259296,23.733143538385107,9.30008966411979,21.952079313697418,23.52068000143602
000049,2024,4.668365091562511,23.761063408151543,9.69720111828834,22.0281654763258,23.656144469187836
000050,2020,4.476343551851692,24.098555323806178,10.531669454243714,24.008104873812403,23.896520860218786
000050,2021,4.63993384368682,24.18365037766517,10.196045219934657,23.913612216331416,23.936366331517775
000050,2022,4.570221715004206,24.17158459095408,10.15743185300305,23.859943065849688,24.05271450135922
000050,2023,4.542228779605538,24.197444309982,10.101354320665545,24.552605622663446,24.08688218438841
000050,2024,4.642773445975323,24.23464098628646,10.024819837703653,24.525219590390098,24.02373643900033
000055,2020,4.731755986164914,21.81495300561364,7.716460800176355,19.995861883102922,21.577707328496384
000055,2021,4.756528709077863,21.99238696325171,7.99260665240021,20.312910236264884,21.65919486820389
000055,2022,4.852521974463937,22.070553208666873,7.978310969867722,20.287567557702307,21.64006722328238
000055,2023,4.819757696920857,22.180066357690627,8.056426767522984,20.24656491623487,21.83678252441388
000055,2024,4.753140294290877,22.210360777484098,8.004365564979574,20.662341411107615,21.969378293921793
000056,2020,5.213970651473862,20.345994162694286,6.866933284461882,17.611780755553127,19.109791998357966
000056,2021,5.639341242558321,20.441447026543354,6.729824070489475,17.49965268815764,18.65666504025119
000056,2022,5.628576945493788,20.31254894532834,6.664409020350408,18.539291908348805,18.380184167727833
000056,2023,5.424864456269572,20.88172518168264,6.846943139585379,18.541335365456753,19.535177871572962
000056,2024,5.191987643399924,20.30443550707391,6.593044534142437,18.48094307332529,19.10693357661893
000058,2020,4.954600633892803,21.062353092402102,7.869019376499023,19.27983303691178,20.02353522673129
000058,2021,4.680106025685075,21.41373612623276,9.357897936333798,19.396736960389035,20.326179630464782
000058,2022,4.672158843973233,21.326927958111085,9.32741204356202,19.37548749962919,20.216184420944604
000058,2023,4.607411975755967,21.390615869574976,9.215825302206753,19.661716809227432,20.441451179195077
000058,2024,4.536982812936995,21.260618659721963,9.092119740588751,19.675108400342804,20.40156533382335
000059,2020,4.913688364311988,24.13893918291795,9.027858802380862,23.270396438616512,24.03792479447292
000059,2021,5.033202484284204,24.375281781628058,8.994172434398399,23.216436970162682,24.246946037067676
000059,2022,5.1056398298247965,24.616353583908374,9.023287640806327,23.183027880382333,24.507718218325127
000059,2023,5.088069875888796,24.55498976790218,8.966866554188723,23.062678583517066,24.47712356460695
000059,2024,4.953605626870556,24.267007488542713,8.946765374867635,23.06022847914567,24.240474118909866
000060,2020,4.933591293124537,24.131972644932727,9.19370273082316,22.73062863923962,23.97907130208358
000060,2021,5.181033633507014,24.51761322673596,9.176162920174596,22.768018058385046,24.204603160692837
000060,2022,5.277457545549521,24.736751956431732,9.184304357425342,23.145995064743182,24.355027156150133
000060,2023,5.134543295916946,24.906786606329785,9.354700422483019,23.57980919487285,24.72928122201408
000060,2024,5.03351208167068,24.814480151548697,9.344171719609703,23.6010276034798,24.74574619190035
000061,2020,4.780670623026507,21.878399590975107,8.489410810403786,21.407747581160926,21.08463739031935
000061,2021,4.8399937370246855,22.132343897511486,8.47782846789396,21.42182051677304,21.400537684868258
000061,2022,4.782919125276718,22.19426445623639,8.471777327885755,21.49128123200869,21.586346161389788
000061,2023,4.870589984239339,22.426218865366828,8.487352349405215,21.49710864230311,21.809895769763262
000061,2024,4.749183355809778,22.451036111446843,8.484256691169973,21.453315558321297,22.05078022051109
000062,2020,5.382652398562031,23.51632994355582,7.53955882930103,19.362528277200614,23.415642236597193
000062,2021,5.412282513556062,23.85180468910257,7.716906135298388,19.290871352542588,23.83229373072594
000062,2022,5.442038359598041,23.898870833052897,7.828038032125829,19.216936629661806,23.817043628441304
000062,2023,5.42761961129962,23.748252109483474,7.736743682453495,19.163813651616238,23.646779565247876
000062,2024,5.435297917181008,23.812202623006645,7.642524134232902,19.38815870109094,23.755265274581625
000063,2020,4.83304127879065,25.34283850743497,11.207880187411073,23.200975147918797,25.098607401247058
000063,2021,4.9902856934925035,25.46402964644844,11.192499790849466,23.16012051253571,25.052498828588185
000063,2022,4.894424173006187,25.535079538269247,11.222720211974009,23.281524631656016,25.292538207636014
000063,2023,5.0779379414299415,25.545568568296574,11.185712231181116,23.316456026192707,25.02820016036862
000063,2024,5.051686068416495,25.52152236430268,11.132762539724283,23.374986856770885,25.049603252984326
000065,2020,5.196971317952689,23.276660710608063,7.558516743045645,20.489628340363236,23.193189684276213
000065,2021,5.176304760378657,23.292054946319237,7.555381944240273,21.36669091409892,23.15356425596493
000065,2022,5.074677848167952,23.32100052973576,7.561121589530238,21.74403949541253,23.317771135401934
000065,2023,5.327079262186747,23.79075580365513,7.572502985020384,21.791178140691642,23.65579063808325
000065,2024,5.127018969226552,23.67190259365912,7.987184748233473,21.921019463820066,23.579778241221945
000066,2020,4.618386615420264,23.393689493228916,9.642771928314161,21.78787190274376,23.19935075620321
000066,2021,4.5121541092987885,23.601926676275717,9.73139351589761,22.101930971516463,23.627334228770895
000066,2022,4.503400943982602,23.36427384411465,9.674388804183245,22.172532771119577,23.27860056252223
000066,2023,4.584021577481562,23.320029397569805,9.592877975440642,22.28697015749567,23.103098672713557
000066,2024,4.580040285102393,23.37670162038926,9.500768670095988,22.166364960493404,23.25653701998903
000068,2020,4.6735309534873055,19.247830952780507,6.1779441140506,19.097624981543547,18.36610563873087
000068,2021,4.713534918479469,20.656954926929878,6.51025834052315,19.10671333448038,20.40733849133432
000068,2022,5.0249049895014375,20.826354558293573,6.3818160174060985,19.103927209081277,20.239307922093747
000068,2023,5.0532503170182865,20.641157011924154,5.948034989180646,18.0177487898986,20.219752502492792
000068,2024,5.361871242696151,20.73300222920348,5.8377304471659395,17.92073024457328,19.933994421373093
000069,2020,5.0882792144075895,25.128375131312435,10.085225605791667,23.64519693358421,24.813940752961248
000069,2021,5.260153434990312,25.353944408970825,10.10748905832197,23.8043919783732,24.871817418317818
000069,2022,5.319153444613382,25.064042066737088,9.889033595565978,23.88729450652412,24.403836011541056
000069,2023,5.199683348775914,24.74403833014482,9.863134198186913,23.829866810458302,24.1006615615486
000069,2024,5.527686012386295,24.719764165408517,9.882825556088033,23.882431824056923,23.52064965752045
000070,2020,4.598623832479608,22.275588965592995,7.964503363551548,20.14941364265592,22.398070255897313
000070,2021,4.808595785635629,22.24732852455273,7.927685045615778,20.054968994683826,22.043653913775024
000070,2022,4.573485256221805,22.15635103892496,8.025843344150903,20.857172549182216,22.138993776676433
000070,2023,4.699357993810289,22.320082371698376,8.074337694089515,21.008484675647356,22.160240310165637
000070,2024,4.608340964945428,22.207005566681733,8.043342170441608,20.75721757726562,22.167518642751492
000078,2020,5.131930487478368,24.412707518209288,9.257605564443297,20.792126180963987,24.300300881272758
000078,2021,5.17150554493312,24.438143980323087,9.175438319966918,20.894942809580215,24.30399710569268
000078,2022,5.0961824739399235,24.35649670363859,9.197660318818809,20.866667532177374,24.28677490776121
000078,2023,5.107141864211788,24.31835014642983,9.115260165725912,20.760414630049215,24.258075050393188
000078,2024,5.009255038210214,24.134983963758753,9.019664010799474,20.673282296919183,24.174980293262077
000088,2020,4.715541974628068,20.090613443779482,6.742880635791903,21.958567685248862,19.066717168210218
000088,2021,5.038615977577792,20.33740952808628,6.741700694652055,21.994925888929725,18.940826841639424
000088,2022,4.784836239877682,20.497129824295097,6.792344427470809,22.06360945333217,19.5728561520633
000088,2023,4.79808933794988,20.61032875086322,6.80128303447162,22.385112759383354,19.69276334098994
000088,2024,4.749814882564082,20.492049783610593,6.796823718274855,22.39019885520424,19.58197629614394
000089,2020,4.747283411705507,21.820792312859822,8.564267598802166,22.73077115204233,20.8620034026791
000089,2021,4.84602786211178,21.918897368898108,8.504107951867582,23.351574065059765,20.81876616873434
000089,2022,4.624271828115142,21.70578526545273,8.526549286340263,23.307527672548616,20.82722722693824
000089,2023,4.972019269642957,22.149914472558596,8.559677803022392,23.17218055620741,20.981761175794677
000089,2024,5.111472915525646,22.279157020000717,8.602636673233706,23.105984418959395,20.952999753148784
000090,2020,5.028261426532848,23.563788165556556,9.327767788852148,19.998244078417763,23.162169097549615
000090,2021,5.022681404007206,23.870402101818332,9.436200230784621,20.03626818386358,23.608477964126056
000090,2022,5.0294145166777655,23.999050936282302,9.614070642790631,20.005766188383365,23.72525947819206
000090,2023,5.212244536849192,24.019076747539458,9.50144159247362,19.87376552333206,23.531080558258495
000090,2024,5.050500807150709,23.784661979071647,9.215526898663482,20.2703014771439,23.501923262969047
000096,2020,4.944962748361719,20.92932138310397,5.857933154483459,17.695091104584897,20.93360629583076
000096,2021,5.043543170482345,21.20551428490894,5.783825182329737,17.651997159115126,21.2575657044562
000096,2022,5.19358725289672,21.4653210561807,5.768320995793772,17.56852079588346,21.45018207404928
000096,2023,5.225616164570263,21.660445019001575,5.783825182329737,17.47920712012055,21.71466380072849
000096,2024,5.159583841526897,21.405068439841713,5.793013608384144,17.39872251291688,21.415822275997947
000099,2020,5.2537378714455345,21.166899853672014,6.912742820493176,21.54300307311846,19.89808903455662
000099,2021,5.125509669945029,21.24249169230104,6.952728644624869,21.482323117121854,20.21334468050983
000099,2022,4.962377782793706,21.3100043981686,6.96979066990159,21.50663379527901,20.57262953962796
000099,2023,5.01084548393536,21.401152936029796,6.975413927455952,21.64337478485936,20.62306256359034
000099,2024,5.145823260380156,21.49491082979254,7.005789019253503,21.59575844485056,20.548288179402075
000100,2020,4.714249169997658,25.062870734652485,10.788720959944941,25.254034644664493,24.80226290999029
000100,2021,5.038728654006424,25.8203268699131,11.084585715759665,25.455767081906565,25.33721629329617
000100,2022,4.952926608234908,25.83857812915559,11.15379035444467,25.609679954965195,25.4547637727647
000100,2023,5.009879498194619,25.884426143216135,11.228132548219142,25.896148209258897,25.37029684408748
000100,2024,4.875481454152543,25.828136994581932,11.171378373026236,25.86207156520722,25.52563583913085
000151,2020,4.799770682190034,20.47588994859316,5.7899601708972535,17.75195750730923,20.464243828830412
000151,2021,4.868481876288315,21.493194744251806,7.050989447068045,17.993517781759767,21.375687241700682
000151,2022,5.235627770995085,22.163579051657145,7.046647277848756,17.93890572163292,21.87018931934354
000151,2023,4.924049002572503,21.84407286572546,6.8501261661455,18.10776843616033,21.929238023910116
000151,2024,4.653523515517311,20.927301958613587,6.548219102762372,18.155440135831785,21.026907945564773
000153,2020,4.817196408729907,21.923586690609643,8.424200324567073,20.330485047571933,21.250145748630178
000153,2021,4.744749839540675,21.976505475373756,8.420241665339788,20.37344214026499,21.448192808360684
000153,2022,4.801717012295161,22.110564788691125,8.445482343862237,20.699687239688725,21.52337962300912
000153,2023,4.895832913590586,22.176152089373783,8.448914350662942,20.664393340050978,21.480019520011965
000153,2024,4.827499401809516,22.178297839717555,8.421122722665503,20.883715027126733,21.58116302069551
000155,2020,5.109632887301477,21.41466539446241,5.5254529391317835,22.288363178237955,21.083539402225306
000155,2021,4.8822080583345775,22.206688045103093,7.983781068977451,22.497622633844212,21.559029727599626
000155,2022,5.3477268640545335,22.058641217738185,7.920083199053234,22.574680368879548,20.59572936168802
000155,2023,5.159919025824796,21.921110829132836,7.6128310304073565,22.645973310795974,20.81029597339008
000155,2024,5.091747883054656,21.840000249282582,7.568379267836522,22.950327981053004,20.775760390566095
000156,2020,4.687654408603536,22.74846867968903,9.468387639298273,22.807273287874835,22.01906306008739
000156,2021,4.817508048917817,22.861407907187775,9.397400683117311,22.872470402405607,22.017383809301258
000156,2022,4.6494703839998985,22.96249065814909,9.414097209490203,22.920592107751673,22.435860253126496
000156,2023,4.747640265432417,22.99609916620479,9.387900611668426,22.962823760696093,22.33965804546966
000156,2024,4.76148473262892,22.963397780493484,9.353487881194667,22.9778793942838,22.27921043018371
000157,2020,5.218458524721709,24.899327738367475,10.065946480233832,22.533064353235957,24.372135462567137
000157,2021,5.024861109810591,24.929906212218143,10.167235474692278,22.636142345447226,24.67324447593449
000157,2022,4.674894703651128,24.452122874669715,10.137887512106037,23.066844667823336,24.433239644736318
000157,2023,4.733609992630773,24.57500479106224,10.327545406001606,23.115275002536205,24.443054548199875
000157,2024,4.630843386561392,24.54049858653682,10.36668683462848,23.146815819613234,24.530888410407076
000158,2020,4.711959248381604,23.01416244408191,8.518592212329946,21.638896016644004,22.97683490171606
000158,2021,4.912739789658702,23.110339675752318,8.53070154144103,21.631103732628173,22.804354448872285
000158,2022,4.763667352738026,22.99161885472651,8.427924723658055,21.38276308125734,22.928528447459108
000158,2023,4.826362039175916,22.92129024143116,8.270013062273787,21.18987893590366,22.8099020365274
000158,2024,4.921912460517608,22.900098942668393,7.67693714581808,20.77728234669088,22.9432406416126
000159,2020,4.724923487346758,20.128468962085147,5.552959584921617,19.414337081818953,19.94912637980504
000159,2021,4.609424842387107,20.83584361577763,6.304448802421981,19.608555602165282,20.89971858967515
000159,2022,4.626973692677454,21.20037801403559,6.448889394146858,19.55484324422365,21.395533763050793
000159,2023,5.128096686871506,22.230549284082013,6.280395838960195,19.844670148637185,22.289197704457102
000159,2024,4.998730972993589,21.66966504260192,6.473890696352274,19.766813815519647,21.516496267742127
000301,2020,4.592910525722073,23.849017247058793,9.830755556370029,23.34601039350772,23.707892783431742
000301,2021,4.77659944712745,24.669152534160016,10.104712639749316,24.163254428166265,24.509883025347886
000301,2022,4.6359873823339415,24.879368741523237,10.219793524324475,24.410994296501173,24.991431802906245
